File,Number of Threads/Processes,N,Sum,Time Taken
Baseline,1,100000000,4999999950000000,0.262593
Baseline,1,100000000,4999999950000000,0.263941
Baseline,1,100000000,4999999950000000,0.263561
Baseline,1,100000000,4999999950000000,0.267396
Baseline,1,100000000,4999999950000000,0.265702
Baseline,1,100000000,4999999950000000,0.263725
Baseline,1,100000000,4999999950000000,0.264192
Baseline,1,100000000,4999999950000000,0.264372
Baseline,1,100000000,4999999950000000,0.263921
Baseline,1,100000000,4999999950000000,0.262726
Baseline,1,100000000,4999999950000000,0.258428
Baseline,1,100000000,4999999950000000,0.264334
Baseline,1,100000000,4999999950000000,0.265274
Baseline,1,100000000,4999999950000000,0.261598
Baseline,1,100000000,4999999950000000,0.263491
Baseline,1,100000000,4999999950000000,0.263770
Baseline,1,100000000,4999999950000000,0.261587
Baseline,1,100000000,4999999950000000,0.261731
Baseline,1,100000000,4999999950000000,0.263866
Baseline,1,100000000,4999999950000000,0.263869
Baseline,1,100000000,4999999950000000,0.262867
Baseline,1,100000000,4999999950000000,0.262131
Baseline,1,100000000,4999999950000000,0.262043
Baseline,1,100000000,4999999950000000,0.259951
Baseline,1,100000000,4999999950000000,0.261751
Baseline,1,100000000,4999999950000000,0.263195
Baseline,1,100000000,4999999950000000,0.263093
Baseline,1,100000000,4999999950000000,0.262942
Baseline,1,100000000,4999999950000000,0.263847
Baseline,1,100000000,4999999950000000,0.263902
Baseline,1,100000000,4999999950000000,0.265806
Baseline,1,100000000,4999999950000000,0.262476
Baseline,1,100000000,4999999950000000,0.260217
Baseline,1,100000000,4999999950000000,0.263274
Baseline,1,100000000,4999999950000000,0.263972
Baseline,1,100000000,4999999950000000,0.260397
Baseline,1,100000000,4999999950000000,0.262950
Baseline,1,100000000,4999999950000000,0.262803
Baseline,1,100000000,4999999950000000,0.261841
Baseline,1,100000000,4999999950000000,0.262227
Baseline,1,100000000,4999999950000000,0.262381
Baseline,1,100000000,4999999950000000,0.271599
Baseline,1,100000000,4999999950000000,0.265252
Baseline,1,100000000,4999999950000000,0.271701
Baseline,1,100000000,4999999950000000,0.273480
Baseline,1,100000000,4999999950000000,0.262770
Baseline,1,100000000,4999999950000000,0.262345
Baseline,1,100000000,4999999950000000,0.260822
Baseline,1,100000000,4999999950000000,0.263447
Baseline,1,100000000,4999999950000000,0.263925
Baseline,1,100000000,4999999950000000,0.262896
Baseline,1,100000000,4999999950000000,0.262348
Baseline,1,100000000,4999999950000000,0.264586
Baseline,1,100000000,4999999950000000,0.270360
Baseline,1,100000000,4999999950000000,0.263298
Baseline,1,100000000,4999999950000000,0.259741
Baseline,1,100000000,4999999950000000,0.261596
Baseline,1,100000000,4999999950000000,0.262288
Baseline,1,100000000,4999999950000000,0.263038
Baseline,1,100000000,4999999950000000,0.260558
Baseline,1,100000000,4999999950000000,0.262508
Baseline,1,100000000,4999999950000000,0.263107
Baseline,1,100000000,4999999950000000,0.262392
Baseline,1,100000000,4999999950000000,0.260051
Baseline,1,100000000,4999999950000000,0.264860
Baseline,1,100000000,4999999950000000,0.260087
Baseline,1,100000000,4999999950000000,0.262713
Baseline,1,100000000,4999999950000000,0.261469
Baseline,1,100000000,4999999950000000,0.262297
Baseline,1,100000000,4999999950000000,0.262013
Baseline,1,100000000,4999999950000000,0.260663
Baseline,1,100000000,4999999950000000,0.263839
Multithreading,8,100000000,4999999950000000,0.072410
Multithreading,8,100000000,4999999950000000,0.074754
Multithreading,8,100000000,4999999950000000,0.070933
Multithreading,8,100000000,4999999950000000,0.069361
Multithreading,8,100000000,4999999950000000,0.076889
Multithreading,8,100000000,4999999950000000,0.069352
Multithreading,8,100000000,4999999950000000,0.068384
Multithreading,8,100000000,4999999950000000,0.078350
Multithreading,8,100000000,4999999950000000,0.073173
Multithreading,8,100000000,4999999950000000,0.074462
Multithreading,8,100000000,4999999950000000,0.078632
Multithreading,8,100000000,4999999950000000,0.072732
Multithreading,8,100000000,4999999950000000,0.079378
Multithreading,8,100000000,4999999950000000,0.075938
Multithreading,8,100000000,4999999950000000,0.070278
Multithreading,8,100000000,4999999950000000,0.065753
Multithreading,8,100000000,4999999950000000,0.078898
Multithreading,8,100000000,4999999950000000,0.071611
Multithreading,8,100000000,4999999950000000,0.076639
Multithreading,8,100000000,4999999950000000,0.070191
Multithreading,8,100000000,4999999950000000,0.071507
Multithreading,8,100000000,4999999950000000,0.077967
Multithreading,8,100000000,4999999950000000,0.076692
Multithreading,8,100000000,4999999950000000,0.068839
Multithreading,8,100000000,4999999950000000,0.070528
Multithreading,8,100000000,4999999950000000,0.076646
Multithreading,8,100000000,4999999950000000,0.073107
Multithreading,8,100000000,4999999950000000,0.075501
Multithreading,8,100000000,4999999950000000,0.076679
Multithreading,8,100000000,4999999950000000,0.080133
Multithreading,8,100000000,4999999950000000,0.072803
Multithreading,8,100000000,4999999950000000,0.069308
Multithreading,8,100000000,4999999950000000,0.076040
Multithreading,8,100000000,4999999950000000,0.078697
Multithreading,8,100000000,4999999950000000,0.073342
Multithreading,8,100000000,4999999950000000,0.070382
Multithreading,8,100000000,4999999950000000,0.084367
Multithreading,8,100000000,4999999950000000,0.074172
Multithreading,8,100000000,4999999950000000,0.070590
Multithreading,8,100000000,4999999950000000,0.073064
Multithreading,8,100000000,4999999950000000,0.072720
Multithreading,8,100000000,4999999950000000,0.080057
Multithreading,8,100000000,4999999950000000,0.073889
Multithreading,8,100000000,4999999950000000,0.077605
Multithreading,8,100000000,4999999950000000,0.081999
Multithreading,8,100000000,4999999950000000,0.074770
Multithreading,8,100000000,4999999950000000,0.078897
Multithreading,8,100000000,4999999950000000,0.073773
Multithreading,8,100000000,4999999950000000,0.075795
Multithreading,8,100000000,4999999950000000,0.073850
Multithreading,8,100000000,4999999950000000,0.075794
Multithreading,8,100000000,4999999950000000,0.074362
Multithreading,8,100000000,4999999950000000,0.075349
Multithreading,8,100000000,4999999950000000,0.075156
Multithreading,8,100000000,4999999950000000,0.075880
Multithreading,8,100000000,4999999950000000,0.072997
Multithreading,8,100000000,4999999950000000,0.076883
Multithreading,8,100000000,4999999950000000,0.073242
Multithreading,8,100000000,4999999950000000,0.070897
Multithreading,8,100000000,4999999950000000,0.076449
Multithreading,8,100000000,4999999950000000,0.070518
Multithreading,8,100000000,4999999950000000,0.071199
Multithreading,8,100000000,4999999950000000,0.074770
Multithreading,8,100000000,4999999950000000,0.072481
Multithreading,8,100000000,4999999950000000,0.082282
Multithreading,8,100000000,4999999950000000,0.081021
Multithreading,8,100000000,4999999950000000,0.074474
Multithreading,8,100000000,4999999950000000,0.071926
Multithreading,8,100000000,4999999950000000,0.077325
Multithreading,8,100000000,4999999950000000,0.069560
Multithreading,8,100000000,4999999950000000,0.072814
Multithreading,8,100000000,4999999950000000,0.075500
Multithreading,8,100000000,4999999950000000,0.073792
Multithreading,8,100000000,4999999950000000,0.077612
Multithreading,8,100000000,4999999950000000,0.072066
Multithreading,8,100000000,4999999950000000,0.082238
Multithreading,8,100000000,4999999950000000,0.082428
Multithreading,8,100000000,4999999950000000,0.076434
Multithreading,8,100000000,4999999950000000,0.074945
Multithreading,8,100000000,4999999950000000,0.075841
Multithreading,8,100000000,4999999950000000,0.073311
Multithreading,8,100000000,4999999950000000,0.077169
Multithreading,8,100000000,4999999950000000,0.073997
Multithreading,8,100000000,4999999950000000,0.074530
Multithreading,8,100000000,4999999950000000,0.081408
Multithreading,8,100000000,4999999950000000,0.079275
Multithreading,8,100000000,4999999950000000,0.079655
Multithreading,8,100000000,4999999950000000,0.076473
Multithreading,8,100000000,4999999950000000,0.075943
Multithreading,8,100000000,4999999950000000,0.078938
Multithreading,8,100000000,4999999950000000,0.077811
Multithreading,8,100000000,4999999950000000,0.074569
Multithreading,8,100000000,4999999950000000,0.080733
Multithreading,8,100000000,4999999950000000,0.072780
Multithreading,8,100000000,4999999950000000,0.075520
Multithreading,8,100000000,4999999950000000,0.072710
Multithreading,8,100000000,4999999950000000,0.078809
Multithreading,8,100000000,4999999950000000,0.074612
Multithreading,8,100000000,4999999950000000,0.067962
Multithreading,8,100000000,4999999950000000,0.077704
Multiprocessing_fork,8,100000000,4999999950000000,0.068608
Multiprocessing_fork,8,100000000,4999999950000000,0.075178
Multiprocessing_fork,8,100000000,4999999950000000,0.086913
Multiprocessing_fork,8,100000000,4999999950000000,0.084778
Multiprocessing_fork,8,100000000,4999999950000000,0.072486
Multiprocessing_fork,8,100000000,4999999950000000,0.074963
Multiprocessing_fork,8,100000000,4999999950000000,0.070804
Multiprocessing_fork,8,100000000,4999999950000000,0.073185
Multiprocessing_fork,8,100000000,4999999950000000,0.079806
Multiprocessing_fork,8,100000000,4999999950000000,0.071572
Multiprocessing_fork,8,100000000,4999999950000000,0.077232
Multiprocessing_fork,8,100000000,4999999950000000,0.075830
Multiprocessing_fork,8,100000000,4999999950000000,0.073133
Multiprocessing_fork,8,100000000,4999999950000000,0.076199
Multiprocessing_fork,8,100000000,4999999950000000,0.077537
Multiprocessing_fork,8,100000000,4999999950000000,0.083342
Multiprocessing_fork,8,100000000,4999999950000000,0.075019
Multiprocessing_fork,8,100000000,4999999950000000,0.074657
Multiprocessing_fork,8,100000000,4999999950000000,0.082641
Multiprocessing_fork,8,100000000,4999999950000000,0.082875
Multiprocessing_fork,8,100000000,4999999950000000,0.073275
Multiprocessing_fork,8,100000000,4999999950000000,0.081208
Multiprocessing_fork,8,100000000,4999999950000000,0.074904
Multiprocessing_fork,8,100000000,4999999950000000,0.077768
Multiprocessing_fork,8,100000000,4999999950000000,0.073504
Multiprocessing_fork,8,100000000,4999999950000000,0.073853
Multiprocessing_fork,8,100000000,4999999950000000,0.074911
Multiprocessing_fork,8,100000000,4999999950000000,0.075259
Multiprocessing_fork,8,100000000,4999999950000000,0.078159
Multiprocessing_fork,8,100000000,4999999950000000,0.088907
Multiprocessing_fork,8,100000000,4999999950000000,0.082841
Multiprocessing_fork,8,100000000,4999999950000000,0.084817
Multiprocessing_fork,8,100000000,4999999950000000,0.103305
Multiprocessing_fork,8,100000000,4999999950000000,0.116484
Multiprocessing_fork,8,100000000,4999999950000000,0.102378
Multiprocessing_fork,8,100000000,4999999950000000,0.112489
Multiprocessing_fork,8,100000000,4999999950000000,0.092642
Multiprocessing_fork,8,100000000,4999999950000000,0.074734
Multiprocessing_fork,8,100000000,4999999950000000,0.080351
Multiprocessing_fork,8,100000000,4999999950000000,0.091672
Multiprocessing_fork,8,100000000,4999999950000000,0.080864
Multiprocessing_fork,8,100000000,4999999950000000,0.088557
Multiprocessing_fork,8,100000000,4999999950000000,0.073275
Multiprocessing_fork,8,100000000,4999999950000000,0.079198
Multiprocessing_fork,8,100000000,4999999950000000,0.097331
Multiprocessing_fork,8,100000000,4999999950000000,0.109151
Multiprocessing_fork,8,100000000,4999999950000000,0.104592
Multiprocessing_fork,8,100000000,4999999950000000,0.079068
Multiprocessing_fork,8,100000000,4999999950000000,0.076907
Multiprocessing_fork,8,100000000,4999999950000000,0.081437
Multiprocessing_fork,8,100000000,4999999950000000,0.112174
Multiprocessing_fork,8,100000000,4999999950000000,0.096301
Multiprocessing_fork,8,100000000,4999999950000000,0.078966
Multiprocessing_fork,8,100000000,4999999950000000,0.081091
Multiprocessing_fork,8,100000000,4999999950000000,0.097733
Multiprocessing_fork,8,100000000,4999999950000000,0.096662
Multiprocessing_fork,8,100000000,4999999950000000,0.113348
Multiprocessing_fork,8,100000000,4999999950000000,0.085972
Multiprocessing_fork,8,100000000,4999999950000000,0.082565
Multiprocessing_fork,8,100000000,4999999950000000,0.092052
Multiprocessing_fork,8,100000000,4999999950000000,0.075102
Multiprocessing_fork,8,100000000,4999999950000000,0.074897
Multiprocessing_fork,8,100000000,4999999950000000,0.071832
Multiprocessing_fork,8,100000000,4999999950000000,0.072675
Multiprocessing_fork,8,100000000,4999999950000000,0.076791
Multiprocessing_fork,8,100000000,4999999950000000,0.069930
Multiprocessing_fork,8,100000000,4999999950000000,0.085398
Multiprocessing_fork,8,100000000,4999999950000000,0.090319
Multiprocessing_fork,8,100000000,4999999950000000,0.075750
Multiprocessing_fork,8,100000000,4999999950000000,0.074123
Multiprocessing_fork,8,100000000,4999999950000000,0.080020
Multiprocessing_fork,8,100000000,4999999950000000,0.075878
Multiprocessing_fork,8,100000000,4999999950000000,0.076993
Multiprocessing_fork,8,100000000,4999999950000000,0.075206
Multiprocessing_fork,8,100000000,4999999950000000,0.074261
Multiprocessing_fork,8,100000000,4999999950000000,0.076003
Multiprocessing_fork,8,100000000,4999999950000000,0.091553
Multiprocessing_fork,8,100000000,4999999950000000,0.074099
Multiprocessing_fork,8,100000000,4999999950000000,0.080233
Multiprocessing_fork,8,100000000,4999999950000000,0.090585
Multiprocessing_fork,8,100000000,4999999950000000,0.085486
Multiprocessing_fork,8,100000000,4999999950000000,0.078671
Multiprocessing_fork,8,100000000,4999999950000000,0.072773
Multiprocessing_fork,8,100000000,4999999950000000,0.075148
Multiprocessing_fork,8,100000000,4999999950000000,0.075732
Multiprocessing_fork,8,100000000,4999999950000000,0.085954
Multiprocessing_fork,8,100000000,4999999950000000,0.076473
Multiprocessing_fork,8,100000000,4999999950000000,0.077912
Multiprocessing_fork,8,100000000,4999999950000000,0.081957
Multiprocessing_fork,8,100000000,4999999950000000,0.076914
Multiprocessing_fork,8,100000000,4999999950000000,0.076064
Multiprocessing_fork,8,100000000,4999999950000000,0.075237
Multiprocessing_fork,8,100000000,4999999950000000,0.072971
Multiprocessing_fork,8,100000000,4999999950000000,0.080908
Multiprocessing_fork,8,100000000,4999999950000000,0.075149
Multiprocessing_fork,8,100000000,4999999950000000,0.102875
Multiprocessing_fork,8,100000000,4999999950000000,0.083752
Multiprocessing_fork,8,100000000,4999999950000000,0.092630
Multiprocessing_fork,8,100000000,4999999950000000,0.088161
Multiprocessing_fork,8,100000000,4999999950000000,0.073929
Multiprocessing_popen,8,100000000,4999999950000000,0.082412
Multiprocessing_popen,8,100000000,4999999950000000,0.072313
Multiprocessing_popen,8,100000000,4999999950000000,0.069090
Multiprocessing_popen,8,100000000,4999999950000000,0.083095
Multiprocessing_popen,8,100000000,4999999950000000,0.066706
Multiprocessing_popen,8,100000000,4999999950000000,0.073581
Multiprocessing_popen,8,100000000,4999999950000000,0.070141
Multiprocessing_popen,8,100000000,4999999950000000,0.075244
Multiprocessing_popen,8,100000000,4999999950000000,0.069903
Multiprocessing_popen,8,100000000,4999999950000000,0.070187
Multiprocessing_popen,8,100000000,4999999950000000,0.071546
Multiprocessing_popen,8,100000000,4999999950000000,0.071769
Multiprocessing_popen,8,100000000,4999999950000000,0.069271
Multiprocessing_popen,8,100000000,4999999950000000,0.076769
Multiprocessing_popen,8,100000000,4999999950000000,0.067257
Multiprocessing_popen,8,100000000,4999999950000000,0.078286
Multiprocessing_popen,8,100000000,4999999950000000,0.069182
Multiprocessing_popen,8,100000000,4999999950000000,0.069230
Multiprocessing_popen,8,100000000,4999999950000000,0.070279
Multiprocessing_popen,8,100000000,4999999950000000,0.072298
Multiprocessing_popen,8,100000000,4999999950000000,0.080745
Multiprocessing_popen,8,100000000,4999999950000000,0.066285
Multiprocessing_popen,8,100000000,4999999950000000,0.069429
Multiprocessing_popen,8,100000000,4999999950000000,0.071260
Multiprocessing_popen,8,100000000,4999999950000000,0.069811
Multiprocessing_popen,8,100000000,4999999950000000,0.069827
Multiprocessing_popen,8,100000000,4999999950000000,0.070922
Multiprocessing_popen,8,100000000,4999999950000000,0.077499
Multiprocessing_popen,8,100000000,4999999950000000,0.070574
Multiprocessing_popen,8,100000000,4999999950000000,0.073882
Multiprocessing_popen,8,100000000,4999999950000000,0.070302
Multiprocessing_popen,8,100000000,4999999950000000,0.070021
Multiprocessing_popen,8,100000000,4999999950000000,0.073293
Multiprocessing_popen,8,100000000,4999999950000000,0.073744
Multiprocessing_popen,8,100000000,4999999950000000,0.069713
Multiprocessing_popen,8,100000000,4999999950000000,0.070211
Multiprocessing_popen,8,100000000,4999999950000000,0.069449
Multiprocessing_popen,8,100000000,4999999950000000,0.072048
Multiprocessing_popen,8,100000000,4999999950000000,0.075632
Multiprocessing_popen,8,100000000,4999999950000000,0.078965
Multiprocessing_popen,8,100000000,4999999950000000,0.079968
Multiprocessing_popen,8,100000000,4999999950000000,0.069835
Multiprocessing_popen,8,100000000,4999999950000000,0.071782
Multiprocessing_popen,8,100000000,4999999950000000,0.069723
Multiprocessing_popen,8,100000000,4999999950000000,0.070058
Multiprocessing_popen,8,100000000,4999999950000000,0.073053
Multiprocessing_popen,8,100000000,4999999950000000,0.077540
Multiprocessing_popen,8,100000000,4999999950000000,0.076394
Multiprocessing_popen,8,100000000,4999999950000000,0.071177
Multiprocessing_popen,8,100000000,4999999950000000,0.068323
Multiprocessing_popen,8,100000000,4999999950000000,0.072299
Multiprocessing_popen,8,100000000,4999999950000000,0.073804
Multiprocessing_popen,8,100000000,4999999950000000,0.070459
Multiprocessing_popen,8,100000000,4999999950000000,0.070028
Multiprocessing_popen,8,100000000,4999999950000000,0.071464
Multiprocessing_popen,8,100000000,4999999950000000,0.085722
Multiprocessing_popen,8,100000000,4999999950000000,0.070690
Multiprocessing_popen,8,100000000,4999999950000000,0.069349
Multiprocessing_popen,8,100000000,4999999950000000,0.074279
Multiprocessing_popen,8,100000000,4999999950000000,0.070185
Multiprocessing_popen,8,100000000,4999999950000000,0.072271
Multiprocessing_popen,8,100000000,4999999950000000,0.071486
Multiprocessing_popen,8,100000000,4999999950000000,0.073006
Multiprocessing_popen,8,100000000,4999999950000000,0.077546
Multiprocessing_popen,8,100000000,4999999950000000,0.070092
Multiprocessing_popen,8,100000000,4999999950000000,0.069637
Multiprocessing_popen,8,100000000,4999999950000000,0.077549
Multiprocessing_popen,8,100000000,4999999950000000,0.069975
Multiprocessing_popen,8,100000000,4999999950000000,0.068674
Multiprocessing_popen,8,100000000,4999999950000000,0.069672
Multiprocessing_popen,8,100000000,4999999950000000,0.069705
Multiprocessing_popen,8,100000000,4999999950000000,0.067241
Multiprocessing_popen,8,100000000,4999999950000000,0.071487
Multiprocessing_popen,8,100000000,4999999950000000,0.072408
Multiprocessing_popen,8,100000000,4999999950000000,0.073598
Multiprocessing_popen,8,100000000,4999999950000000,0.077690
Multiprocessing_popen,8,100000000,4999999950000000,0.078457
Multiprocessing_popen,8,100000000,4999999950000000,0.066393
Multiprocessing_popen,8,100000000,4999999950000000,0.072828
Multiprocessing_popen,8,100000000,4999999950000000,0.078211
Multiprocessing_popen,8,100000000,4999999950000000,0.069117
Multiprocessing_popen,8,100000000,4999999950000000,0.073673
Multiprocessing_popen,8,100000000,4999999950000000,0.073447
Multiprocessing_popen,8,100000000,4999999950000000,0.074205
Multiprocessing_popen,8,100000000,4999999950000000,0.069561
Multiprocessing_popen,8,100000000,4999999950000000,0.076700
Multiprocessing_popen,8,100000000,4999999950000000,0.068809
Multiprocessing_popen,8,100000000,4999999950000000,0.080646
Multiprocessing_popen,8,100000000,4999999950000000,0.066868
Multiprocessing_popen,8,100000000,4999999950000000,0.072708
Multiprocessing_popen,8,100000000,4999999950000000,0.071429
Multiprocessing_popen,8,100000000,4999999950000000,0.068991
Multiprocessing_popen,8,100000000,4999999950000000,0.072520
Multiprocessing_popen,8,100000000,4999999950000000,0.074730
Multiprocessing_popen,8,100000000,4999999950000000,0.069874
Multiprocessing_popen,8,100000000,4999999950000000,0.069387
Multiprocessing_popen,8,100000000,4999999950000000,0.067475
Multiprocessing_popen,8,100000000,4999999950000000,0.073773
Multiprocessing_popen,8,100000000,4999999950000000,0.069436
Multiprocessing_popen,8,100000000,4999999950000000,0.066603
Baseline,1,1000000000,499999999500000000,2.859326
Baseline,1,1000000000,499999999500000000,2.781306
Baseline,1,1000000000,499999999500000000,2.739712
Baseline,1,1000000000,499999999500000000,2.742019
Baseline,1,1000000000,499999999500000000,2.823854
Baseline,1,1000000000,499999999500000000,2.783146
Baseline,1,1000000000,499999999500000000,2.779613
Baseline,1,1000000000,499999999500000000,2.761003
Baseline,1,1000000000,499999999500000000,2.754454
Baseline,1,1000000000,499999999500000000,2.746303
Baseline,1,1000000000,499999999500000000,2.741725
Baseline,1,1000000000,499999999500000000,2.734220
Baseline,1,1000000000,499999999500000000,2.686412
Baseline,1,1000000000,499999999500000000,2.748943
Baseline,1,1000000000,499999999500000000,2.677896
Baseline,1,1000000000,499999999500000000,2.757363
Baseline,1,1000000000,499999999500000000,2.742858
Baseline,1,1000000000,499999999500000000,2.740943
Baseline,1,1000000000,499999999500000000,2.750683
Baseline,1,1000000000,499999999500000000,2.739767
Baseline,1,1000000000,499999999500000000,2.732717
Baseline,1,1000000000,499999999500000000,2.743418
Baseline,1,1000000000,499999999500000000,2.726346
Baseline,1,1000000000,499999999500000000,2.729156
Baseline,1,1000000000,499999999500000000,2.726273
Baseline,1,1000000000,499999999500000000,2.725497
Baseline,1,1000000000,499999999500000000,2.729005
Baseline,1,1000000000,499999999500000000,2.732104
Baseline,1,1000000000,499999999500000000,2.718988
Baseline,1,1000000000,499999999500000000,2.721071
Baseline,1,1000000000,499999999500000000,2.721367
Baseline,1,1000000000,499999999500000000,2.737444
Baseline,1,1000000000,499999999500000000,2.730853
Baseline,1,1000000000,499999999500000000,2.719040
Baseline,1,1000000000,499999999500000000,2.725565
Baseline,1,1000000000,499999999500000000,2.730707
Baseline,1,1000000000,499999999500000000,2.717120
Baseline,1,1000000000,499999999500000000,2.722128
Baseline,1,1000000000,499999999500000000,2.733561
Baseline,1,1000000000,499999999500000000,2.728135
Baseline,1,1000000000,499999999500000000,2.717913
Baseline,1,1000000000,499999999500000000,2.725149
Baseline,1,1000000000,499999999500000000,2.726145
Baseline,1,1000000000,499999999500000000,2.730630
Baseline,1,1000000000,499999999500000000,2.717344
Baseline,1,1000000000,499999999500000000,2.728483
Baseline,1,1000000000,499999999500000000,2.659432
Baseline,1,1000000000,499999999500000000,2.661611
Baseline,1,1000000000,499999999500000000,2.739109
Baseline,1,1000000000,499999999500000000,2.685662
Baseline,1,1000000000,499999999500000000,2.672168
Baseline,1,1000000000,499999999500000000,2.666481
Baseline,1,1000000000,499999999500000000,2.750303
Baseline,1,1000000000,499999999500000000,2.737989
Baseline,1,1000000000,499999999500000000,2.736195
Baseline,1,1000000000,499999999500000000,2.725956
Baseline,1,1000000000,499999999500000000,2.725878
Baseline,1,1000000000,499999999500000000,2.724908
Baseline,1,1000000000,499999999500000000,2.746146
Baseline,1,1000000000,499999999500000000,2.738554
Baseline,1,1000000000,499999999500000000,2.728898
Baseline,1,1000000000,499999999500000000,2.729163
Baseline,1,1000000000,499999999500000000,2.724102
Baseline,1,1000000000,499999999500000000,2.736212
Baseline,1,1000000000,499999999500000000,2.711702
Baseline,1,1000000000,499999999500000000,2.663390
Baseline,1,1000000000,499999999500000000,2.727681
Baseline,1,1000000000,499999999500000000,2.721417
Baseline,1,1000000000,499999999500000000,2.722903
Baseline,1,1000000000,499999999500000000,2.730716
Baseline,1,1000000000,499999999500000000,2.728810
Baseline,1,1000000000,499999999500000000,2.725830
Baseline,1,1000000000,499999999500000000,2.711240
Baseline,1,1000000000,499999999500000000,2.704001
Baseline,1,1000000000,499999999500000000,2.714312
Baseline,1,1000000000,499999999500000000,2.708253
Baseline,1,1000000000,499999999500000000,2.716129
Baseline,1,1000000000,499999999500000000,2.673100
Baseline,1,1000000000,499999999500000000,2.717261
Baseline,1,1000000000,499999999500000000,2.675630
Baseline,1,1000000000,499999999500000000,2.657322
Baseline,1,1000000000,499999999500000000,2.659356
Baseline,1,1000000000,499999999500000000,2.664774
Baseline,1,1000000000,499999999500000000,2.670735
Baseline,1,1000000000,499999999500000000,2.730124
Baseline,1,1000000000,499999999500000000,2.742881
Baseline,1,1000000000,499999999500000000,2.725061
Baseline,1,1000000000,499999999500000000,2.660350
Baseline,1,1000000000,499999999500000000,2.737024
Baseline,1,1000000000,499999999500000000,2.726087
Baseline,1,1000000000,499999999500000000,2.721058
Baseline,1,1000000000,499999999500000000,2.715843
Baseline,1,1000000000,499999999500000000,2.672536
Baseline,1,1000000000,499999999500000000,2.673970
Baseline,1,1000000000,499999999500000000,2.728617
Baseline,1,1000000000,499999999500000000,2.673733
Baseline,1,1000000000,499999999500000000,2.732082
Baseline,1,1000000000,499999999500000000,2.735119
Baseline,1,1000000000,499999999500000000,2.715524
Baseline,1,1000000000,499999999500000000,2.727934
Multithreading,2,1000000000,499999999500000000,1.192222
Multithreading,2,1000000000,499999999500000000,1.209535
Multithreading,2,1000000000,499999999500000000,1.203018
Multithreading,2,1000000000,499999999500000000,1.224051
Multithreading,2,1000000000,499999999500000000,1.214303
Multithreading,2,1000000000,499999999500000000,1.240173
Multithreading,2,1000000000,499999999500000000,1.232273
Multithreading,2,1000000000,499999999500000000,1.246490
Multithreading,2,1000000000,499999999500000000,1.232581
Multithreading,2,1000000000,499999999500000000,1.238879
Multithreading,2,1000000000,499999999500000000,1.239144
Multithreading,2,1000000000,499999999500000000,1.238099
Multithreading,2,1000000000,499999999500000000,1.260837
Multithreading,2,1000000000,499999999500000000,1.254657
Multithreading,2,1000000000,499999999500000000,1.247382
Multithreading,2,1000000000,499999999500000000,1.244451
Multithreading,2,1000000000,499999999500000000,1.253645
Multithreading,2,1000000000,499999999500000000,1.251069
Multithreading,2,1000000000,499999999500000000,1.265741
Multithreading,2,1000000000,499999999500000000,1.252351
Multithreading,2,1000000000,499999999500000000,1.255438
Multithreading,2,1000000000,499999999500000000,1.256347
Multithreading,2,1000000000,499999999500000000,1.277485
Multithreading,2,1000000000,499999999500000000,1.271575
Multithreading,2,1000000000,499999999500000000,1.271307
Multithreading,2,1000000000,499999999500000000,1.284687
Multithreading,2,1000000000,499999999500000000,1.263173
Multithreading,2,1000000000,499999999500000000,1.281817
Multithreading,2,1000000000,499999999500000000,1.268402
Multithreading,2,1000000000,499999999500000000,1.265554
Multithreading,2,1000000000,499999999500000000,1.281757
Multithreading,2,1000000000,499999999500000000,1.279149
Multithreading,2,1000000000,499999999500000000,1.270590
Multithreading,2,1000000000,499999999500000000,1.284574
Multithreading,2,1000000000,499999999500000000,1.287679
Multithreading,2,1000000000,499999999500000000,1.284719
Multithreading,2,1000000000,499999999500000000,1.287395
Multithreading,2,1000000000,499999999500000000,1.280559
Multithreading,2,1000000000,499999999500000000,1.283321
Multithreading,2,1000000000,499999999500000000,1.288076
Multithreading,2,1000000000,499999999500000000,1.283431
Multithreading,2,1000000000,499999999500000000,1.286656
Multithreading,2,1000000000,499999999500000000,1.284954
Multithreading,2,1000000000,499999999500000000,1.281341
Multithreading,2,1000000000,499999999500000000,1.268608
Multithreading,2,1000000000,499999999500000000,1.282845
Multithreading,2,1000000000,499999999500000000,1.282572
Multithreading,2,1000000000,499999999500000000,1.281559
Multithreading,2,1000000000,499999999500000000,1.286747
Multithreading,2,1000000000,499999999500000000,1.285316
Multithreading,2,1000000000,499999999500000000,1.284249
Multithreading,2,1000000000,499999999500000000,1.277610
Multithreading,2,1000000000,499999999500000000,1.277972
Multithreading,2,1000000000,499999999500000000,1.265957
Multithreading,2,1000000000,499999999500000000,1.296562
Multithreading,2,1000000000,499999999500000000,1.288833
Multithreading,2,1000000000,499999999500000000,1.283229
Multithreading,2,1000000000,499999999500000000,1.289395
Multithreading,2,1000000000,499999999500000000,1.289414
Multithreading,2,1000000000,499999999500000000,1.293420
Multithreading,2,1000000000,499999999500000000,1.283583
Multithreading,2,1000000000,499999999500000000,1.290705
Multithreading,2,1000000000,499999999500000000,1.292857
Multithreading,2,1000000000,499999999500000000,1.288084
Multithreading,2,1000000000,499999999500000000,1.257845
Multithreading,2,1000000000,499999999500000000,1.292870
Multithreading,2,1000000000,499999999500000000,1.257449
Multithreading,2,1000000000,499999999500000000,1.287698
